1.482566300000000048e+01 3.330612000000000000e+06
1.476828700000000083e+01 3.330612000000000000e+06
1.471091099999999940e+01 3.326802000000000000e+06
1.465353499999999976e+01 3.331439000000000000e+06
1.459615900000000011e+01 3.327116000000000000e+06
1.453878300000000046e+01 3.326409000000000000e+06
1.448140700000000081e+01 3.328683000000000000e+06
1.442403000000000013e+01 3.325639000000000000e+06
1.436665400000000048e+01 3.324428000000000000e+06
1.430927800000000083e+01 3.326599000000000000e+06
1.425190199999999940e+01 3.327569000000000000e+06
1.419452599999999975e+01 3.327079000000000000e+06
1.413715000000000011e+01 3.323788000000000000e+06
1.407977400000000046e+01 3.327634000000000000e+06
1.402239800000000081e+01 3.326117000000000000e+06
1.396502199999999938e+01 3.325582000000000000e+06
1.390764599999999973e+01 3.327724000000000000e+06
1.385027000000000008e+01 3.324483000000000000e+06
1.379289400000000043e+01 3.326473000000000000e+06
1.373551800000000078e+01 3.327427000000000000e+06
1.367814199999999936e+01 3.325999000000000000e+06
1.362076599999999971e+01 3.326806000000000000e+06
1.356339000000000006e+01 3.323792000000000000e+06
1.350601400000000041e+01 3.324681000000000000e+06
1.344863800000000076e+01 3.327266000000000000e+06
1.339126199999999933e+01 3.329048000000000000e+06
1.333388599999999968e+01 3.325896000000000000e+06
1.327651000000000003e+01 3.324609000000000000e+06
1.321913400000000038e+01 3.324185000000000000e+06
1.316175699999999971e+01 3.325229000000000000e+06
1.310438100000000006e+01 3.325219000000000000e+06
1.304700500000000041e+01 3.326052000000000000e+06
1.298962900000000076e+01 3.323681000000000000e+06
1.293225299999999933e+01 3.329185000000000000e+06
1.287487699999999968e+01 3.323537000000000000e+06
1.281750100000000003e+01 3.326308000000000000e+06
1.276012500000000038e+01 3.326752000000000000e+06
1.270274900000000073e+01 3.329863000000000000e+06
1.264537299999999931e+01 3.327233000000000000e+06
1.258799699999999966e+01 3.323225000000000000e+06
1.253062100000000001e+01 3.324464000000000000e+06
1.247324500000000036e+01 3.327798000000000000e+06
1.241586900000000071e+01 3.330616000000000000e+06
1.235849299999999928e+01 3.328455000000000000e+06
1.230111699999999963e+01 3.325461000000000000e+06
1.224374099999999999e+01 3.322903000000000000e+06
1.218636500000000034e+01 3.328725000000000000e+06
1.212898900000000069e+01 3.324019000000000000e+06
1.207161299999999926e+01 3.325312000000000000e+06
1.201423699999999961e+01 3.325191000000000000e+06
1.195686099999999996e+01 3.325524000000000000e+06
1.189948399999999928e+01 3.324785000000000000e+06
1.184210799999999963e+01 3.327043000000000000e+06
1.178473199999999999e+01 3.327594000000000000e+06
1.172735600000000034e+01 3.323440000000000000e+06
1.166998000000000069e+01 3.324686000000000000e+06
1.161260399999999926e+01 3.325291000000000000e+06
1.155522799999999961e+01 3.321474000000000000e+06
1.149785199999999996e+01 3.327302000000000000e+06
1.144047600000000031e+01 3.323452000000000000e+06
1.138310000000000066e+01 3.324031000000000000e+06
1.132572399999999924e+01 3.322766000000000000e+06
1.126834799999999959e+01 3.324365000000000000e+06
1.121097199999999994e+01 3.324390000000000000e+06
1.115359600000000029e+01 3.321444000000000000e+06
1.109622000000000064e+01 3.319293000000000000e+06
1.103884399999999921e+01 3.326790000000000000e+06
1.098146799999999956e+01 3.322187000000000000e+06
1.092409199999999991e+01 3.323922000000000000e+06
1.086671600000000026e+01 3.320614000000000000e+06
1.080934000000000061e+01 3.324370000000000000e+06
1.075196399999999919e+01 3.323083000000000000e+06
1.069458799999999954e+01 3.321874000000000000e+06
1.063721100000000064e+01 3.318617000000000000e+06
1.057983499999999921e+01 3.320824000000000000e+06
1.052245899999999956e+01 3.321367000000000000e+06
1.046508299999999991e+01 3.323613000000000000e+06
1.040770700000000026e+01 3.321939000000000000e+06
1.035033100000000061e+01 3.318730000000000000e+06
1.029295499999999919e+01 3.318764000000000000e+06
1.023557899999999954e+01 3.320575000000000000e+06
1.017820299999999989e+01 3.322211000000000000e+06
1.012082700000000024e+01 3.317458000000000000e+06
